Ticker,Training Data Size,Test Data Size,Accuracy,train_true,train_false,coef,intercept
PKPK.JK,904,226,0.5353982300884956,254,650,[-0.03775579  0.00127195 -0.01192452 -0.01053577  0.00677162 -1.25402852],-0.9448418863775527
PLAN.JK,493,123,0.7967479674796748,137,356,"[-4.78525528e-04  3.30289057e-02  4.16719914e-02 -3.50342798e-03
 -6.44287424e-03 -6.22761947e-01]",-0.9644643662029245
PLIN.JK,796,199,0.678391959798995,151,645,[-0.30583817  0.00835112 -0.00402633  0.06116296  0.02631085  0.186688  ],-1.4705971137209983
PMJS.JK,636,159,0.6352201257861635,223,413,"[-1.27582671e-01 -1.09348972e-03  1.58673025e-02 -1.75573075e-03
  5.48296620e-03 -1.94529380e+00]",-0.6176025591680587
PMMP.JK,443,110,0.7272727272727273,184,259,"[-9.05303008e-02 -3.33010122e-02 -1.51193495e-02 -8.81134808e-02
 -5.90193329e-04 -1.09595142e+00]",-0.3464985770046673
PNBN.JK,967,241,0.5726141078838174,369,598,[-0.05443925 -0.01769496 -0.01384249  0.01214602  0.00189872 -0.08348418],-0.48786240208281456
PNBS.JK,775,193,0.6735751295336787,234,541,[-0.03054314  0.13473623  0.09806564 -0.16302393  0.00367118 -0.84048115],-0.8454347325540698
PNGO.JK,503,125,0.68,168,335,[-0.14324561 -0.04911536 -0.0090645  -0.01439786 -0.01161679 -1.86976785],-0.6965294665341601
PNIN.JK,966,241,0.5809128630705395,355,611,[-0.09435905  0.05628578  0.03007155 -0.04163046 -0.00744582 -2.06006195],-0.5475509184910985
PNLF.JK,968,241,0.5892116182572614,354,614,[-0.01008206  0.00572673  0.00469472  0.02500832 -0.00655641 -0.26389474],-0.5478663471815179
PNSE.JK,908,226,0.8407079646017699,146,762,[ 0.05582623 -0.02315188  0.1260037   0.0541955  -0.01341182 -0.02172393],-1.6692354498854454
POLA.JK,862,215,0.7209302325581395,237,625,[-0.00363556  0.08574768  0.00455845 -0.00271011 -0.00565468 -1.15181419],-0.967928209372681
POLI.JK,831,207,0.642512077294686,310,521,[-0.04730876  0.03411008  0.12509945 -0.07686855 -0.00969906 -1.92467409],-0.5297053618225755
POLL.JK,936,233,0.7167381974248928,319,617,[ 0.62262829 -0.01294098  0.01508778 -0.01159907  0.02740197  0.43869843],-0.6660636975681989
POLU.JK,736,184,0.6467391304347826,213,523,"[-2.98209950e-01  1.88580025e-02  1.33930517e-04 -1.05444961e-01
 -8.23962413e-03  6.28469340e-02]",-0.917765090936824
POLY.JK,865,216,0.7314814814814815,244,621,[-0.09780233 -0.0104542  -0.00904927  0.03109668  0.00578993 -1.70907693],-0.936762622987212
POOL.JK,349,87,0.8620689655172413,138,211,[-0.09191754  0.00306    -0.01292656  0.20144783  0.00893604 -0.04138917],-0.42566052820192246
PORT.JK,904,225,0.68,188,716,"[-5.05351224e-01 -1.83226850e-02 -2.81210290e-04 -4.16385393e-03
  1.85007072e-02 -6.62863289e-01]",-1.3360829009681472
POSA.JK,95,23,1.0,15,80,[ 0.12027785 -0.07990627  0.54389759  0.37509642 -0.53640795  0.57923641],-1.8134660151586552
POWR.JK,967,241,0.6680497925311203,292,675,[-0.00572944 -0.00330187  0.02882183  0.05874496 -0.00437173 -1.15818887],-0.83396249996929
PPGL.JK,524,130,0.5846153846153846,184,340,[ 0.12171598  0.0093416  -0.00373433 -0.0647688   0.06943874  0.23675189],-0.626454957948055
PPRE.JK,967,241,0.6680497925311203,341,626,[-0.0060177   0.01336673  0.07135787 -0.03562755  0.00022961 -0.10395342],-0.6083316171184522
PPRO.JK,832,208,0.8317307692307693,231,601,[ 0.0025216   0.15554757 -0.01061275  0.08048579  0.0043703  -0.02112907],-0.9494760362717751
PRAS.JK,966,241,0.7136929460580913,270,696,[-0.12933002  0.00850101 -0.00475131 -0.01552638  0.00487107 -1.39357332],-0.9406718624727354
PRAY.JK,74,18,0.8333333333333334,28,46,[ 0.0014489  -0.00382898 -0.00507942 -0.06352398 -0.11533954 -0.36430927],-0.5304987757379748
PRDA.JK,967,241,0.6099585062240664,351,616,"[-1.55311883e-03  1.03131505e-05 -3.26906423e-03  2.95881532e-02
  1.16994539e-02 -1.23709511e+00]",-0.563480495514824
PRIM.JK,967,241,0.7219917012448133,303,664,[-0.00846495 -0.02118077  0.00294246 -0.00336784 -0.00500806 -0.66532046],-0.7800384905819755
PSAB.JK,966,241,0.6141078838174274,349,617,[-0.03069917  0.01018279  0.19565879 -0.00144746 -0.00601941 -0.22461499],-0.5776470330327448
PSDN.JK,967,241,0.6473029045643154,310,657,[-0.26073642  0.01262577 -0.00252006 -0.04581879 -0.00824417 -1.10477213],-0.7499803508458159
PSGO.JK,650,162,0.6234567901234568,251,399,[-0.11289936  0.00635505  0.01347333 -0.02982593 -0.00753088 -0.7637231 ],-0.4693004945522071
PSKT.JK,264,66,0.7424242424242424,87,177,[-0.05314237  0.01099395  0.01932166  0.70863092  0.01213355 -1.08511737],-0.7310888623661226
PSSI.JK,967,241,0.6099585062240664,398,569,[-0.02568518 -0.0073778   0.0298588  -0.00125289  0.013328   -0.54278164],-0.34434723676884754
PTBA.JK,967,241,0.5518672199170125,425,542,[ 0.04156957 -0.01576092 -0.03475187 -0.1748238   0.00698139 -0.56020801],-0.23990949528142486
PTDU.JK,420,104,0.7980769230769231,134,286,[ 0.48499819  0.31278928  0.05244264 -0.02810885  0.00932125  0.54019944],-0.7781216276709381
PTIS.JK,955,238,0.6470588235294118,211,744,[-0.01037942 -0.01251311 -0.0116124   0.05759587  0.00487452 -0.95750986],-1.2603920781040152
PTMP.JK,8,1,1.0,2,6,[-0.00445273  0.26258598 -0.13613869 -0.03129623 -0.52008959 -0.0954652 ],-1.76268821370186
PTPP.JK,967,241,0.6099585062240664,385,582,[ 0.01675531 -0.00301696 -0.07240448  0.08125276  0.01106461  0.30971575],-0.4160964425297477
PTPW.JK,610,152,0.6447368421052632,227,383,[ 0.18324797 -0.02891666  0.01309006 -0.21235366  0.01915438  0.67329392],-0.5424551068157742
PTRO.JK,967,241,0.5228215767634855,417,550,[-0.10208018  0.00299351 -0.00114664 -0.03238831 -0.00987871 -0.356326  ],-0.2724056880267622
PTSN.JK,968,241,0.6514522821576764,341,627,"[-1.16726024e-02  6.38806915e-05 -1.00616895e-02 -4.34949037e-03
 -7.10800063e-03 -9.53652844e-01]",-0.6038769471398654
PTSP.JK,775,193,0.8341968911917098,144,631,[ 0.10372188  0.05902356  0.0073327   0.15311669 -0.02180112 -0.0070888 ],-1.4880938712108518
PUDP.JK,961,240,0.65,204,757,"[-1.18987919e-01 -1.91811789e-02 -4.26568046e-03  1.70453687e-02
 -1.20493190e-03 -1.25849646e+00]",-1.3097341288775064
PURA.JK,404,100,0.87,150,254,[ 0.19969224 -0.06016235 -0.0348179   0.15552366 -0.00743278 -0.45324894],-0.550302351074257
PURE.JK,538,134,0.8283582089552238,167,371,[-0.09098787 -0.08868009 -0.04354542 -0.05314049  0.00234705 -0.40812147],-0.8042442064235958
PURI.JK,498,124,0.6532258064516129,165,333,"[-3.09871038e-01 -2.32884038e-02  2.95234644e-02  2.69440965e-01
  1.54216464e-03 -1.74403114e+00]",-0.7112156896098837
PWON.JK,966,241,0.5975103734439834,382,584,[-0.03370186 -0.0046723  -0.04120025  0.03149075  0.01393295 -0.12740702],-0.4304174740112808
PYFA.JK,966,241,0.6763485477178424,287,679,"[ 2.17242711e-01  1.81406242e-02  4.92548461e-04  5.45743067e-02
  2.78172696e-03 -1.56581685e+00]",-0.8589675941572515
PZZA.JK,964,240,0.7583333333333333,348,616,[-0.0541639   0.06575579 -0.04696127 -0.02014058  0.00210985 -0.69576269],-0.5647395445662033
RAFI.JK,127,31,0.7741935483870968,44,83,[-0.04290709 -0.50102388  0.22475989 -0.43352562  0.01990235 -0.30307   ],-0.670468951856411
RAJA.JK,967,241,0.5394190871369294,334,633,[ 0.0037881   0.01896043  0.00689863  0.03803575  0.00185358 -0.18005412],-0.6419211388295119
RALS.JK,968,241,0.6514522821576764,371,597,"[ 1.83596596e-04 -3.56492998e-06 -8.56196331e-02 -1.62700602e-02
  3.93340004e-03 -1.58305365e-03]",-0.4092591397950383
RANC.JK,967,241,0.6721991701244814,305,662,[ 0.05953034  0.01768119 -0.05801548  0.10057702 -0.01486308 -0.34104823],-0.7728872399562323
RBMS.JK,770,192,0.7447916666666666,193,577,[-0.08135521  0.03935572  0.01671746 -0.01588352 -0.00495836 -0.40307183],-1.1107354098533817
RCCC.JK,129,32,0.40625,50,79,[-0.00419123 -0.08061626 -0.00571083 -0.04151518  0.00597106 -0.15732506],-0.4343600539682985
RDTX.JK,967,241,0.7261410788381742,170,797,[-0.10855993  0.03038671 -0.00843264 -0.02828334  0.00417032 -0.74999194],-1.5466689127925972
REAL.JK,284,70,0.7857142857142857,75,209,[-0.11347163 -0.06576643 -0.12733108  0.26700103 -0.01384582 -0.41614042],-1.061857527828413
RELI.JK,965,241,0.7178423236514523,186,779,[-0.48278943  0.0051404   0.02519111 -0.02189344 -0.00323024 -0.5917447 ],-1.4289115853469405
RICY.JK,966,241,0.6473029045643154,313,653,"[-7.13694513e-02  6.18241758e-03 -1.99303189e-02 -9.87391266e-02
  7.58751796e-04 -2.34015110e+00]",-0.7326642026727165
RIGS.JK,966,241,0.6390041493775933,353,613,[-0.01202873 -0.00917967 -0.01916238 -0.06544034 -0.01678637 -1.14862109],-0.5487862077695796
RIMO.JK,309,77,0.7792207792207793,114,195,[-0.01160925 -0.02413736  0.00495622 -0.06645491 -0.01717881 -1.03942897],-0.5441177272306612
RISE.JK,937,234,0.7008547008547008,316,621,[ 0.1954264  -0.01373449  0.06483679 -0.02698583  0.00283808  0.75995075],-0.6802338134007868
RMBA.JK,639,159,0.710691823899371,194,445,"[ 1.49042580e-01 -4.20548115e-04  3.75494566e-02  1.39714214e-02
 -4.43190435e-03 -1.69191441e+00]",-0.828044955435646
RMKE.JK,254,63,0.5873015873015873,108,146,[-0.09567456  0.02749454  0.6252837  -0.08492267 -0.04300797  0.54212612],-0.32102215753602537
ROCK.JK,496,124,0.717741935483871,157,339,"[-3.36389004e-01 -1.08068883e-04 -1.04373511e-01 -1.60748377e-02
 -2.64596275e-03 -1.66712854e+00]",-0.762322394152513
RODA.JK,956,238,0.7478991596638656,273,683,[-0.0369181   0.00520969 -0.03232686 -0.01584067 -0.01450297 -1.76020896],-0.9275768734237663
RONY.JK,326,81,0.7037037037037037,103,223,[-0.01685109  0.02706879 -0.01856587  0.24142907 -0.00922599 -0.80437062],-0.7843800951411837
ROTI.JK,967,241,0.6431535269709544,290,677,[ 0.00565626  0.00540122  0.1366256   0.00843174 -0.00416435  0.00423451],-0.8475757132996329
RSGK.JK,304,76,0.631578947368421,110,194,[-0.04566986 -0.01819918  0.08750137 -0.2900967   0.0239326  -0.75935951],-0.5533483808143976
RUIS.JK,968,241,0.6348547717842323,289,679,"[-1.31796152e-01  3.05205874e-05 -4.78187082e-02 -6.75463253e-02
  1.59579745e-02 -1.33376466e+00]",-0.8485109298664563
RUNS.JK,304,76,0.5657894736842105,110,194,[ 0.03623215 -0.12787486 -0.04464454 -0.21635052 -0.00419309 -0.6028079 ],-0.5632114504405744
SAFE.JK,968,241,0.7136929460580913,305,663,"[-5.06175683e-01 -1.84064067e-02  1.55968374e-02 -3.05272221e-02
  6.42799234e-04 -1.71018868e+00]",-0.770267369899617
SAME.JK,965,241,0.6265560165975104,339,626,[ 0.09156552 -0.02806755  0.03060703 -0.02169582  0.00290105 -0.44439928],-0.6160580181138063
SAMF.JK,581,145,0.503448275862069,196,385,[ 0.10908378  0.022647    0.00906903 -0.02770106 -0.02866822  0.79914486],-0.6836619106026705
SAPX.JK,850,212,0.6698113207547169,207,643,[-0.31906879  0.00232546 -0.02107581 -0.10252497  0.00841436 -0.00270515],-1.1254254733236386
SATU.JK,789,197,0.817258883248731,223,566,"[-1.08475501e-01  3.70885152e-03  1.76315446e-02  9.46781220e-04
 -5.27803364e-02 -1.21500669e+00]",-0.9441151205170081
SBAT.JK,249,62,0.9838709677419355,79,170,[ 0.41556553 -0.04655446  0.69040464  0.19412989 -0.01092426  0.52749548],-0.7662469956279959
SBMA.JK,304,76,0.6052631578947368,107,197,"[ 1.82783827e-01  2.08123715e-02  2.01360242e-04  2.04248373e-02
 -3.50271533e-02  6.81125272e-01]",-0.6148226512777996
SCCO.JK,967,241,0.6887966804979253,238,729,"[-2.32727242e-02 -1.82256896e-04  1.44819854e-03 -1.18657796e-02
  1.39821618e-02 -1.42236784e+00]",-1.109422708153393
SCMA.JK,968,241,0.6390041493775933,390,578,[-0.03014476 -0.00592789 -0.02058601  0.09378893  0.00260302 -1.0632263 ],-0.39143928670604594
SCNP.JK,499,124,0.7016129032258065,157,342,[-0.08295893  0.07122367 -0.01409608 -0.15643922  0.02943934 -0.51575991],-0.7912709719341238
SDMU.JK,720,179,0.7039106145251397,145,575,[-0.0532892   0.05413274  0.22795275  0.04766918  0.01190951 -0.46825458],-1.381383185152307
SDPC.JK,967,241,0.6307053941908713,329,638,"[-2.46126073e-03  2.96741928e-06  4.21788661e-03 -2.48533310e-02
  3.43442730e-03 -2.88167055e-02]",-0.6696873451493875
SDRA.JK,967,241,0.6680497925311203,227,740,"[-2.87250491e-03 -2.26947347e-06 -9.38607782e-03  1.18348251e-02
 -4.22161531e-03 -8.99366986e-02]",-1.1846734966860795
SEMA.JK,236,58,0.7413793103448276,84,152,[ 0.01382731  0.13672649 -0.03216295  0.08924511  0.03686073 -0.25874155],-0.602014910680337
SFAN.JK,739,184,0.6304347826086957,249,490,[ 0.01946962  0.05104032  0.00079006 -0.10618299 -0.02892896  0.0205512 ],-0.6763451700051722
SGER.JK,512,128,0.65625,233,279,"[ 2.90163926e-01  3.82677085e-01  5.79665366e-02  8.05743501e-02
 -1.65775035e-04  1.65965701e-01]",-0.17663232396896128
SGRO.JK,967,241,0.6680497925311203,316,651,"[-3.14313919e-02  8.08518295e-02 -3.06280680e-02 -1.33866677e-03
  9.49998148e-03 -1.72749059e+00]",-0.7314891469858658
SHID.JK,960,240,0.6666666666666666,210,750,[ 0.19576317  0.00295084  0.0080159   0.03792414 -0.00445523  0.08674139],-1.2737628435136996
SHIP.JK,967,241,0.5394190871369294,353,614,[-0.18694488  0.02120494 -0.00819873 -0.00999871  0.02097528 -0.21113855],-0.5504681427591943
SICO.JK,187,46,0.7391304347826086,66,121,[-0.00733377  0.0394381   0.03925591 -0.02281249  0.02209379 -0.37950126],-0.6005073966420293
SIDO.JK,968,241,0.6141078838174274,374,594,[-0.0496626  -0.00062731  0.01698012 -0.01171661 -0.03431319 -0.16220984],-0.45768595528120404
SILO.JK,968,241,0.5643153526970954,412,556,[ 0.07457012  0.01349316 -0.03276479 -0.00228701 -0.00896182  0.03611564],-0.2980003915175625
SIMA.JK,308,76,0.7763157894736842,102,206,[ 0.36701991  0.1425601   0.05918257  0.43962431  0.09563333 -0.05829748],-0.7169156566064543
SIMP.JK,967,241,0.6846473029045643,367,600,[ 0.00297446 -0.06525482  0.05503293  0.00510407 -0.0084305  -0.16015299],-0.5048683358874603
SINI.JK,659,164,0.573170731707317,243,416,[-0.32390135 -0.01150885  0.00499347  0.00496976 -0.01635389 -1.84707402],-0.5384857576644545
SIPD.JK,968,241,0.7219917012448133,253,715,[-0.05753966 -0.01022362  0.01207275 -0.00088965 -0.00127564 -0.79929454],-1.0345633002696961
SKBM.JK,967,241,0.6058091286307054,259,708,"[-5.70420932e-01 -6.82586283e-04 -4.27474033e-03 -1.62318273e-02
  3.51218849e-03 -1.49468709e+00]",-1.0047259243537607
SKLT.JK,720,179,0.7877094972067039,186,534,[-0.36003933  0.03198296  0.0232178  -0.0643591   0.02115782 -1.61339646],-1.0522614844073999
SKRN.JK,884,220,0.5727272727272728,354,530,"[-3.66718889e-02  2.26011942e-02  5.61055089e-04  8.67036766e-02
  1.57598269e-03 -9.45232533e-01]",-0.4009441123424232
SKYB.JK,331,82,0.8048780487804879,88,243,[ 0.06983221 -0.04651755 -0.09576239 -0.1242466   0.02028935 -0.24890586],-1.0163100560674807
SLIS.JK,678,169,0.6804733727810651,274,404,[ 0.48577208  0.03487509 -0.01228004  0.05593455  0.03869765  1.47577085],-0.39597226157552584
SMAR.JK,932,232,0.5905172413793104,281,651,"[-2.21246064e-02  1.64058831e-05 -1.56772215e-02  7.21749182e-02
  3.12393863e-03 -8.25686402e-01]",-0.8386878104649919
SMBR.JK,967,241,0.6348547717842323,331,636,[ 0.20804219  0.02339718 -0.14097142 -0.07286778  0.00140482 -0.39905616],-0.6448630392389154
SMCB.JK,967,241,0.6887966804979253,318,649,[ 0.00324555 -0.01402237 -0.00430066 -0.00403998  0.00390998 -0.04715249],-0.7211828827052841
SMDM.JK,967,241,0.6348547717842323,335,632,[-0.32304206  0.01605177  0.00574033  0.02309534 -0.00890128 -2.97227574],-0.6388704723071265
SMDR.JK,968,241,0.6431535269709544,383,585,[ 0.01769402 -0.018327    0.00302693  0.0106031  -0.00063345 -0.31296519],-0.42345378318279725
SMGR.JK,967,241,0.5726141078838174,424,543,[ 0.00324694  0.06622717 -0.01125076 -0.00229399 -0.00920264 -0.54222773],-0.24565639198951286
SMKL.JK,728,181,0.5580110497237569,270,458,[-0.10164511  0.0329213   0.0119584   0.10281086  0.01090455 -1.63417288],-0.527309835076705
SMKM.JK,204,51,0.45098039215686275,101,103,[ 0.08238178  0.00090795  0.26542549  0.26497833 -0.0889673   0.20516625],-0.0038755657502759977
SMMA.JK,954,238,0.9201680672268907,150,804,[-0.07076666  0.01920359  0.04637878  0.00374415 -0.01686664 -0.76293265],-1.6793335608697681
SMMT.JK,967,241,0.6514522821576764,362,605,[-0.00030915 -0.00089335 -0.01063893 -0.04402325 -0.02573511 -0.00608303],-0.10968274655841677
SMRA.JK,967,241,0.6182572614107884,383,584,[ 0.00019486 -0.03590584  0.02064767  0.00237162  0.01187634 -0.00187309],-0.4255369178812123
SMRU.JK,256,63,0.8888888888888888,85,171,[ 0.02156919 -0.04333345  0.02606681  0.0764848  -0.02629992  0.44484533],-0.7269655378000887
SMSM.JK,968,241,0.5643153526970954,425,543,[-0.099011   -0.00128803 -0.06964661  0.00826242 -0.00471997 -0.19849051],-0.23963053142584104
SNLK.JK,391,97,0.5360824742268041,183,208,[ 0.48952443  0.15518968  0.07566422 -0.16616393 -0.03703522  1.56400077],-0.12114419264674178
SOCI.JK,967,241,0.6016597510373444,355,612,"[-1.31693946e-01  8.57275113e-04 -3.94507271e-02 -5.93132616e-05
 -1.64872372e-03 -1.16288234e+00]",-0.539519260368172
SOFA.JK,530,132,0.8712121212121212,153,377,"[ 3.52929316e-01 -6.62262201e-02  1.42204366e-01  3.75133834e-01
  8.23779035e-05 -1.12548468e+00]",-0.8975089955359578
SOHO.JK,498,124,0.7903225806451613,166,332,"[-9.29995446e-02 -5.86680864e-02 -2.71057288e-02  1.42640650e-01
  8.59782262e-04 -1.32375242e+00]",-0.6895100692404089
SONA.JK,763,190,0.9736842105263158,68,695,[ 0.36871706 -0.03470509  0.01730196 -0.01070282 -0.00363585 -0.04486867],-2.3183200462743376
SOSS.JK,868,217,0.5345622119815668,340,528,"[-2.41759591e-01 -8.14076142e-03  1.36776028e-03 -4.11534168e-02
 -2.53136425e-03 -1.60301216e+00]",-0.43712333120605384
SOTS.JK,847,211,0.6919431279620853,277,570,"[-2.20681012e-01  2.43546283e-02  2.45053869e-02 -2.64828658e-02
  9.75772844e-04 -2.08547934e+00]",-0.7213538401623011
SOUL.JK,40,9,0.7777777777777778,9,31,[-0.00904213  0.37732536  0.05746274  0.0868267   0.46475036  0.4315765 ],-1.1922572518541668
SPMA.JK,968,241,0.6265560165975104,372,596,[-0.18148343  0.02576613 -0.02332781  0.11434073 -0.00567985 -1.41694864],-0.46896937409055217
SPTO.JK,967,241,0.7385892116182573,321,646,"[ 4.09176972e-04 -1.29938700e-02 -6.02431469e-02 -2.62099066e-02
 -5.18635639e-03 -9.31925036e-01]",-0.688265908282038
SQMI.JK,967,241,0.6970954356846473,296,671,[ 0.00441283 -0.0417913  -0.00039125  0.08105598  0.00233295 -0.00971632],-0.8153018078214401
SRAJ.JK,968,241,0.6348547717842323,336,632,"[-5.45500795e-01 -3.38586217e-03 -1.43603039e-02 -4.29591446e-03
 -9.08504279e-04 -1.38830059e+00]",-0.6287766948062036
SRIL.JK,595,148,0.7094594594594594,213,382,[-0.13866216  0.0226088  -0.0065949   0.03281178 -0.0060082  -0.25665759],-0.5842503940395865
